Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,user_id,merchant_category,scaled_amount,scaled_time,time_since_prev_tx,user_avg_amount,amount_diff_from_avg,amount_ratio_to_avg,tx_freq_last_hour
80491.0,-0.889679688003462,0.507635252017464,2.85612217747232,3.123871714052,-0.422745880942827,2.01447422532942,-0.320770246645562,0.783447123522214,-0.200736000256454,0.458129339703514,-0.0377565964278398,0.269768707703852,-1.16073261783342,-0.571867690600664,-1.76058965825875,-0.9189719344066,0.893193363563949,-0.0817977845099846,1.67635350282156,0.358531675759681,-0.198714285038089,-0.214681527687506,-0.0564560728158601,-0.307519771833737,0.113169068174884,0.276283749139386,0.370289652751448,0.146284729218887,68.45,0,USER_3334,retail,0.6490602948368617,-0.0493544332052773,1047.0,212.0883333333333,-143.63833333333332,0.3227428670722325,5.0
41456.0,-0.0639797497805606,-2.19334263412501,-0.58046654868109,0.303796076948358,-1.01898450952083,-0.428468104630274,0.879492529738847,-0.275882739525592,-0.144875934128972,-0.361130883327922,1.24734619049139,0.963955163763384,0.37933649079391,0.564282747294539,0.435179678532866,0.586917497106293,-0.625949122863549,0.0561508718291237,0.357528674794915,1.38013257601965,0.222997866638181,-0.962467847775814,-0.558864443955084,0.0812051542650162,-0.0634871720548859,0.775591551398619,-0.22169315966409,0.112236612774229,699.0,0,USER_3141,tech,9.459931530776217,-0.5079476967539562,4893.0,49.21416666666666,649.7858333333334,14.203224504483904,0.0
169142.0,-1.92788332105459,1.12565266367046,-4.51833064132991,1.74929253346589,-1.56648729197754,-2.01049423115212,-0.882849830858081,0.697211109261327,-2.0649452874475,-5.58779378195338,2.1157951772133,-5.4174240819973,-1.23512263142388,-6.66517689463338,0.401700686738171,-2.89782511671737,-4.57052943365069,-1.31514721385427,0.391167040935071,1.25296673470361,0.778583978950071,-0.319188818860513,0.639418961153121,-0.294885040380029,0.537502535542985,0.788395056528708,0.292679966295281,0.147967928722538,390.0,1,USER_2109,dining,5.142178439181164,0.9921404151834492,2422.0,80.091875,309.908125,4.869407181514082,1.0
17187.0,1.08837493830851,0.898474023721059,0.394684329076182,3.17025757451452,0.17573879687403,-0.221980885195245,-0.0229887284923858,-0.0108735366656839,0.860043617194172,-0.592472935320844,1.07272839973578,-2.54755681422931,1.23595005675711,-0.330305803751441,-1.02235437464957,0.335642172519614,2.29899822072815,-0.1620962094812,-1.53270721248432,-0.217358192249005,-0.423553904215867,-0.800852284805578,0.0776144554303444,0.167608452574198,0.350181817443194,-0.118940929478619,0.0129477659306532,0.0542542721018558,3.79,1,USER_4747,grocery,-0.2544539928736114,-0.7930661779391205,799.0,210.93,-207.14,0.017968045419426,1.0
162255.0,1.55332821008558,-2.10816556585215,-0.133211506693748,-0.26801282072737,-1.90310302198658,-0.178856208009138,-1.01350447520612,-0.0251452608000732,0.789925338844261,0.368156580707444,-1.21028076864364,0.0538563424540415,0.402118815401924,-1.08954570158112,-1.15836605752557,0.798581460909833,0.565361761881891,-1.52501156549607,0.832672703073037,0.539350232390457,0.184572642265873,0.182296312136452,0.0336163068025792,0.086628996304842,-0.462712807250248,-0.33446239223851,-0.0028219294178946,0.0117803267614486,295.5,0,USER_2159,tech,3.821700551945784,0.9112301601287608,1479.0,83.03246376811595,212.46753623188405,3.5588485635781515,1.0
169810.0,-0.362660619561004,-0.283886033772656,1.55576795903182,-2.41602129461025,-0.755601431633734,-0.374202927171566,-0.1674038091794,0.0061243876359016,-2.63415663014369,0.892591888922356,0.645579502490378,-0.803106635198688,-0.27051951818148,-0.161262774275404,-0.80630665685515,-0.738579415357912,0.576075044128306,0.499475235239907,0.575491503365303,-0.266185100940943,-0.109012803995279,0.0679899553934189,-0.37570045341986,-0.0016116860517221,0.496045737536522,0.0274790339409608,0.0463427086375263,0.0422209367039757,10.0,0,USER_2565,fuel,-0.1676797317124292,0.9999882517416792,2404.0,66.87596774193547,-56.87596774193547,0.1495305240782949,1.0
31674.0,1.12788716456263,-0.0387898880559804,1.2704266801031,1.28390362265772,-0.772385217455757,0.270284586374486,-0.640675449939415,0.224061749136936,0.867317736135828,-0.245740997024238,-0.544492438539994,0.643037737107476,0.154892598009796,-0.361895517201002,0.413414384857352,-0.222492210753431,0.0218992858573741,-0.530949458798627,-0.567814638988813,-0.175657411090424,-0.0388141488524482,0.157712779527558,0.0318579314528419,0.0880016382201067,0.350414219246158,-0.379029205433786,0.091658562288877,0.0336067251126244,0.01,0,USER_1958,grocery,-0.3072731083630266,-0.6228691596470823,1578.0,80.785,-80.77499999999999,0.0001237853408695,1.0
58929.0,-0.934738510552434,1.04221849039021,1.38317566476621,1.12391760057055,-0.264374699736413,-0.769596420522005,0.491460754220056,0.0086156981754113,-0.289593324783515,-0.131872718769893,-0.407618711774337,0.443827971298895,0.287077971391681,0.0645154417427466,0.279280398018371,-0.611876514735919,0.19152649732491,-0.352503722306648,0.620559220260079,-0.114649257628434,-0.0470536927212463,-0.0049850176369677,0.0141723887105267,0.721409645739423,-0.467271894180136,-0.591410556896537,-0.33614123254003,-0.132247451577291,20.23,0,USER_3899,dining,-0.0247327604275833,-0.302670379116296,879.0,58.00933333333333,-37.77933333333333,0.3487369247356302,3.0
121169.0,-1.08845513132293,0.341841819738641,2.37538301335006,-2.27561628533544,-1.28650064031327,-0.158999129955821,-0.856484734003016,0.64880003082571,-0.626165243372961,-0.541131156032584,-1.03432362442338,-0.257297906872947,1.16452718275615,-0.919250843725358,-0.0529954542259927,1.84220078418498,-0.149798390121578,-0.755357597937759,-0.466076201238965,0.121717146131064,0.424014797382459,1.23245519618604,-0.422598651688603,0.0155496847988477,0.557065887567282,-0.0299170920630453,0.195520413981984,0.0645432886362178,0.02,0,USER_1232,tech,-0.3071333752532663,0.4285412187643181,3363.0,59.9340625,-59.91406249999999,0.0003337000001126,1.0
166028.0,-0.956390354534089,2.36159360978361,-3.17119460723168,1.9707587789256,0.474761353851904,-1.90259820435779,-0.055177812186404,0.277831228585655,-1.74585416512772,-2.5166280017922,0.874051625366684,-2.51310432869389,0.0215750823066827,-3.56511884467947,0.461153428310475,-2.01571274629308,-1.7314131905532,-0.465814727140309,0.527619755594392,0.19087690343816,0.4732110860249,0.719400298090367,0.122457847823505,-0.255649852132098,-0.619259299031992,-0.48427999484406,0.683534592892906,0.443299499267762,39.9,1,USER_2592,tech,0.2501222664710403,0.9555563387727768,654.0,41.99111111111111,-2.091111111111111,0.9502008744758712,2.0
